FID,Id,NODE_ID,STREAM_ID,STREAM_KM,LENGTH,LONGITUDE,LATITUDE,STREAM_AZM,CHANWIDTH,LEFT,RIGHT,ELEVATION,Z_NODE,GRADIENT,TOPO_NE,TOPO_E,TOPO_SE,TOPO_S,TOPO_SW,TOPO_W,TOPO_NW,TOPO_N,LC_T0_S0,LC_T1_S1,LC_T1_S2,LC_T1_S3,LC_T1_S4,LC_T1_S5,LC_T2_S1,LC_T2_S2,LC_T2_S3,LC_T2_S4,LC_T2_S5,LC_T3_S1,LC_T3_S2,LC_T3_S3,LC_T3_S4,LC_T3_S5,LC_T4_S1,LC_T4_S2,LC_T4_S3,LC_T4_S4,LC_T4_S5,LC_T5_S1,LC_T5_S2,LC_T5_S3,LC_T5_S4,LC_T5_S5,LC_T6_S1,LC_T6_S2,LC_T6_S3,LC_T6_S4,LC_T6_S5,LC_T7_S1,LC_T7_S2,LC_T7_S3,LC_T7_S4,LC_T7_S5,LC_T8_S1,LC_T8_S2,LC_T8_S3,LC_T8_S4,LC_T8_S5,ELE_T1_S1,ELE_T1_S2,ELE_T1_S3,ELE_T1_S4,ELE_T1_S5,ELE_T2_S1,ELE_T2_S2,ELE_T2_S3,ELE_T2_S4,ELE_T2_S5,ELE_T3_S1,ELE_T3_S2,ELE_T3_S3,ELE_T3_S4,ELE_T3_S5,ELE_T4_S1,ELE_T4_S2,ELE_T4_S3,ELE_T4_S4,ELE_T4_S5,ELE_T5_S1,ELE_T5_S2,ELE_T5_S3,ELE_T5_S4,ELE_T5_S5,ELE_T6_S1,ELE_T6_S2,ELE_T6_S3,ELE_T6_S4,ELE_T6_S5,ELE_T7_S1,ELE_T7_S2,ELE_T7_S3,ELE_T7_S4,ELE_T7_S5,ELE_T8_S1,ELE_T8_S2,ELE_T8_S3,ELE_T8_S4,ELE_T8_S5
129,0,56,0,5.6,100,-90.77511023,43.57799217,151.0211778,7.471352879,3.902274865,3.569078014,248.04712,248.2279,0.0016,0,0,0,0,0,0,0,0,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,8,-1,-1,-1,-1,10,10,10,10,10,10,10,10,9,10,10,9,9,9,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,248.40677,248.57555,248.85294,248.85294,248.85294,248.40677,248.69238,248.69238,249.0039,249.0039,248.40677,248.24617,248.47314,248.28079,248.28079,248.13551,248.13551,248.06557,248.06557,248.0872,248.2279,248.13551,248.08307,248.15958,252.27844,248.2279,248.15486,248.15486,248.34888,248.34888,248.2279,248.34477,248.21538,248.21538,248.1877,248.34477,248.34477,248.34477,248.34477,248.47522
130,0,55,0,5.5,100,-90.77432953,43.57729824,132.1784624,9.95027022,5.050789596,4.899480624,247.80197,248.12335,0.0024515,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,8,-1,-1,9,9,9,10,10,-1,9,10,10,10,-1,10,10,10,10,-1,-1,-1,10,9,-1,-2,-2,-2,-2,248.56787,248.56787,248.91286,249.40402,249.79918,248.12335,248.32304,248.32304,248.95836,248.95836,248.12335,247.89899,247.9697,247.9697,247.95667,248.12335,247.89899,247.89899,247.99948,250.52376,248.03525,247.89407,248.20625,248.20625,251.04591,248.03525,247.99568,247.99568,248.05553,248.05553,248.28151,248.28151,248.13434,248.42644,248.42644,248.56787,248.56787,249.11725,249.11725,249.54361
131,0,54,0,5.4,100,-90.77329871,43.57682097,120.9510191,10.6545264,4.095761523,6.558764875,247.66797,247.84882,0.00134,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,11,11,11,-1,9,8,8,9,9,9,7,7,7,-1,-1,7,8,8,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,248.45287,248.76012,248.76012,249.46298,249.67517,247.84882,247.9615,248.14053,248.14053,248.70258,247.84882,247.73524,247.73524,247.73524,247.87163,247.84882,247.78519,248.98706,248.98706,255.06305,247.78058,247.89545,247.89545,248.19037,252.29604,247.78058,247.78058,247.73605,247.73605,247.86128,248.19147,248.19147,248.19147,248.72267,248.72267,248.45287,248.45287,249.2434,249.2434,249.70728
132,0,53,0,5.3,100,-90.772218,43.57639689,110.9443334,12.4689786,7.245775001,5.223203604,247.48865,247.499,0.0017932,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,9,9,10,10,10,9,9,10,10,10,9,10,10,8,10,-1,10,10,10,8,-1,-1,-2,-2,6,-1,-2,-2,-2,-2,247.499,247.50027,247.96533,247.96533,248.18153,247.499,247.50027,247.50027,247.53598,247.60374,248.05547,247.71997,250.99234,250.99234,249.81279,248.05547,248.05547,252.49792,260.4934,260.4934,248.58687,248.58687,254.14207,255.9067,255.9067,247.5222,247.5222,247.7658,248.08171,248.08171,247.5222,247.5222,247.66167,247.55896,247.55896,247.499,247.78867,247.78867,247.78867,248.79745
133,0,52,0,5.2,100,-90.77101359,43.57620268,101.7879795,14.96653894,7.315284009,7.651254934,247.18349,247.33485,0.0030516,0,0,0,0,0,0,0,0,-1,-1,-1,-2,9,9,-1,-1,-1,-1,-1,9,9,9,9,9,10,10,10,10,9,10,10,10,9,7,-1,10,10,10,10,-1,-2,-2,-2,-2,-1,5,5,9,9,247.35841,247.33273,247.33273,247.69443,247.55388,247.33485,247.323,247.323,247.29753,247.29851,247.33485,248.3487,248.3487,248.3487,248.29828,247.33485,248.67363,248.67363,248.67363,253.69127,247.34735,249.52252,249.52252,250.85124,257.5821,247.34735,247.34735,247.43741,248.26898,248.26898,247.3771,247.3771,247.3771,247.65265,247.65265,247.35841,247.35841,247.7714,247.7714,248.64584
134,0,51,0,5.1,100,-90.76980834,43.57604816,103.9177955,19.59311373,10.69679051,8.896323221,246.62627,247.11743,0.0055722,0,0,0,0,0,0,0,0,-1,-1,7,-2,10,10,-1,4,7,-2,-2,-1,9,9,9,8,-1,8,8,8,8,-1,-1,8,8,10,-1,-1,-1,-1,-1,-1,-1,5,7,7,5,5,5,8,8,247.11743,247.20251,247.20251,247.53024,247.70705,247.11743,247.20251,247.20251,247.30992,247.42848,247.11743,247.01636,247.01636,246.95695,246.9703,247.11743,247.01988,246.92058,246.92058,247.19588,247.0677,247.03525,247.03525,247.0424,247.0424,247.0677,247.0677,247.05486,247.2324,247.2324,247.0677,247.0677,247.0677,247.0801,247.0801,247.11743,247.11743,247.3263,247.3263,247.59933
135,0,50,0,5,100,-90.76865184,43.57579397,99.09805664,15.902722,7.432847292,8.469874708,246.83571,246.90732,0.001157567,0,0,0,0,0,0,0,0,7,7,7,6,6,-2,7,7,-1,9,-1,-1,-1,-2,-2,9,-1,-2,9,9,10,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,7,7,7,7,-2,6,7,7,246.91884,247.05501,247.05501,247.07378,247.6881,246.91884,246.91884,246.92982,246.93526,246.93526,247.09755,247.09755,247.09755,248.45908,248.45908,247.15187,247.15187,249.48407,249.48407,249.48407,247.15187,247.23679,247.23679,250.06834,251.303,246.90732,246.89275,246.89275,246.86372,246.85376,246.90732,247.03413,247.03413,247.03413,247.38042,246.90732,247.04214,247.04214,247.53362,248.12283
136,0,49,0,4.9,100,-90.76741655,43.57578611,92.06736942,18.16679806,9.808965186,8.357832874,246.89474,246.98563,0.001157567,0,0,0,0,0,0,0,0,-1,4,4,-2,-2,-2,4,4,3,-1,-1,-1,-1,-2,-2,-2,9,9,9,9,9,-1,-1,-2,-2,10,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,4,4,-2,-2,-2,246.98563,246.98563,248.08702,248.08702,249.68073,246.98563,246.97316,246.97316,246.94868,246.94868,247.07202,247.07202,248.36525,248.36525,248.23479,247.07202,248.54599,248.54599,248.54599,248.54599,247.06905,247.06905,248.7075,248.7075,248.7075,246.9683,246.92065,246.92065,246.89474,246.89474,246.9683,246.9683,248.0599,248.0599,249.61893,246.98563,248.06978,248.06978,249.6376,249.6376
137,0,48,0,4.8,100,-90.76618471,43.57574575,92.16414404,17.90171567,9.97738663,7.924329043,246.279,246.41797,0.001157567,0,0,0,0,0,0,0,0,-1,-1,-1,8,8,8,-1,-1,-1,-1,7,-1,-1,10,10,10,-1,2,-2,-2,-2,-1,-1,10,10,10,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,246.41797,246.53502,246.53502,246.97127,246.96443,246.41797,246.38333,246.35391,246.35391,246.35683,246.41797,246.38333,246.38333,246.3748,246.3047,246.41797,246.41797,246.47655,246.47655,247.8542,246.42973,246.42973,246.42973,246.8269,246.8269,246.42973,246.42973,246.4362,246.4362,246.5327,246.42973,246.49847,246.49847,246.96538,246.96538,246.5203,246.5203,246.95924,246.95924,247.42488
138,0,47,0,4.7,100,-90.76496286,43.57573511,88.21996899,9.276261644,5.484376574,3.79188507,246.09187,246.92186,0.0018713,0,0,0,0,0,0,0,0,-1,7,7,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,-1,-1,-1,-1,-1,-1,6,-2,-2,-2,-2,-2,-2,-2,-2,246.92186,246.98367,246.98367,247.05095,247.26216,246.98367,246.98367,247.05095,247.05095,247.1252,246.58617,246.68327,246.68327,246.37549,246.37549,246.58617,246.58617,246.26222,246.14633,246.14633,246.58617,246.50388,246.50388,246.21848,246.21848,246.85988,246.85988,246.43562,246.43562,246.36613,246.92186,246.85988,246.85988,246.8,247.00679,246.92186,246.92186,246.92186,247.11453,247.31845
139,0,46,0,4.6,100,-90.76378813,43.5758159,125.8871585,10.05840574,5.756372516,4.302033224,247.01997,248.59023,0.00101895,0,0,0,0,0,0,0,0,-1,-2,-2,10,10,10,-1,-2,-2,9,9,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,5,5,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,248.59023,248.83224,249.05956,249.05956,249.46152,248.59023,248.83224,248.83224,249.07845,249.25793,248.59023,248.83224,248.66876,248.66876,248.93216,248.59023,248.59023,248.42184,248.26219,248.26219,248.38866,248.38866,248.21745,248.01588,248.01588,248.38866,248.38866,248.21617,247.87898,247.87898,248.38866,248.38866,248.61295,248.27557,248.52675,248.59023,248.83252,248.83252,249.12862,249.12862
140,0,45,0,4.5,100,-90.76351515,43.57498816,174.3769938,12.6576489,5.992859668,6.664789236,245.88808,247.50418,0.00101895,0,0,0,0,0,0,0,0,-1,-1,-2,-2,7,7,8,8,8,8,6,-1,7,7,-2,-2,-1,7,7,8,8,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,11,-1,248.08704,248.08704,248.08704,248.56213,248.56213,248.03249,248.03249,248.33138,248.33138,248.57458,248.03249,248.05841,248.05841,248.40433,248.52454,247.50418,247.42033,247.42033,247.26923,247.04192,247.50418,247.0484,247.0484,247.0484,246.27055,247.50418,247.21346,246.84685,246.84685,246.40105,247.58061,247.33919,247.33919,247.48816,247.24788,247.58061,247.58061,247.72981,247.72981,247.95071
141,0,44,0,4.4,100,-90.76353577,43.57411253,185.7832448,17.30125888,8.602330149,8.698928735,245.68929,245.72978,0.0019879,0,0,0,0,0,0,0,0,-1,4,4,-2,7,7,-1,-2,-2,7,9,-1,2,3,-2,-2,-1,-1,-1,-1,-1,7,7,9,9,9,-1,7,7,9,-2,-1,8,8,7,7,-1,-1,-1,-1,-1,245.72978,246.5604,246.5604,246.84059,248.01566,245.72978,246.5604,247.7451,247.7451,249.00836,245.72978,246.31052,246.31052,246.31052,247.34602,245.72978,245.71698,245.71698,245.70941,245.69821,245.76076,245.75531,245.75531,245.82877,245.84201,245.76076,245.76076,245.82184,245.82184,245.93268,245.76076,245.76076,245.76076,245.83788,245.83788,245.72978,245.72978,245.77715,245.77715,245.84077
142,0,43,0,4.3,100,-90.76373756,43.5732312,212.0869961,12.15425254,5.402737601,6.751514941,245.48079,245.54947,0.002085,0,0,0,0,0,0,0,0,7,5,-1,-2,-2,6,-1,-2,-2,7,7,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,7,7,7,7,7,8,7,7,7,7,8,8,8,8,8,5,5,5,5,5,245.5789,245.5618,245.5618,245.94035,245.94035,245.54947,245.55162,246.38824,246.38824,247.48465,245.54947,245.584,245.584,246.7069,247.07436,245.54947,245.53297,245.52972,245.52972,245.52972,245.54947,245.54929,245.54929,245.59004,245.52647,245.58963,245.58963,245.68759,245.68759,245.84047,245.5789,245.63557,245.63557,245.90091,245.90091,245.5789,245.5789,245.6644,245.6644,245.71457
143,0,42,0,4.2,100,-90.76453102,43.57293459,233.5218151,8.277908051,3.519523196,4.758384855,245.32375,245.65643,0.0015704,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,6,7,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,245.65643,245.65643,245.84071,245.84071,245.76735,245.65643,245.55348,245.55348,245.49728,245.49728,245.65643,245.65643,245.4166,245.4166,245.42406,245.65643,245.43903,245.43903,245.38141,245.38141,245.81862,245.81862,245.69797,245.69797,245.4476,245.81862,246.0003,246.0003,246.33328,246.33328,245.81862,245.81862,246.21231,246.21231,246.21231,245.65643,245.94019,245.94019,246.13077,246.13077
144,0,41,0,4.1,100,-90.76528235,43.57238474,229.8714513,12.40622715,6.58554002,5.820687134,245.08986,245.25177,0.0023389,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,6,6,6,8,-1,6,6,7,7,-1,-1,-1,7,7,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,245.25177,245.25177,245.31133,245.31133,245.41772,245.25177,245.25912,245.25912,245.26453,245.26906,245.25177,245.25177,245.25497,245.25497,245.27171,245.25177,245.25177,245.236,245.22482,245.22482,245.30003,245.30003,245.3674,245.3674,245.3674,245.30003,245.30003,246.06529,246.80826,246.80826,245.30003,245.30003,246.78487,246.78487,247.21577,245.25177,245.43011,245.43011,245.90643,245.90643
145,0,40,0,4,100,-90.76606891,43.57197437,201.3386741,7.896844625,3.65969393,4.237150695,245.01508,250.17621,0.0007478,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,8,8,8,8,-2,-2,7,7,7,-1,-1,-1,5,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,247.83855,247.83855,247.18665,247.18665,248.17226,247.83855,246.24455,246.24455,245.30377,245.30377,246.9241,246.9241,245.21475,245.21475,245.21475,250.05196,249.81682,249.81682,249.81682,249.81682,250.05196,250.05196,250.88516,250.88516,251.9355,250.17621,250.92218,250.92218,251.75278,251.75278,250.17621,250.17621,250.91487,250.91487,251.5519,250.17621,250.24709,250.24709,250.32878,250.32878
146,0,39,0,3.9,100,-90.76594364,43.57111983,163.0060245,9.706148927,5.252281176,4.453867751,244.93687,247.19435,0.0007821,0,0,0,0,0,0,0,0,-1,-1,-2,-2,7,7,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,6,6,7,7,7,7,4,4,4,7,5,7,7,-2,-1,7,7,7,-2,-1,-1,-2,-2,7,245.88489,245.15067,244.93729,244.93729,244.93729,245.88489,245.15376,245.15376,244.94032,244.94032,247.16724,247.16724,245.985,247.21198,247.21198,248.32796,248.32796,248.8308,248.8308,249.04639,248.32796,248.32796,249.21812,249.4423,250.79248,247.19435,248.63197,248.63197,250.6853,250.6853,247.19435,247.19435,248.63197,248.63197,250.57834,247.19435,247.19435,247.19435,246.07686,245.4363
147,0,38,0,3.8,100,-90.76538002,43.57038773,170.0644521,14.93296854,6.677761302,8.255207234,244.16884,246.20848,0.0076803,8.974899695,8.311953542,5.868765579,3.244804576,6.928223015,15.09293801,3.677380781,4.508421891,-1,-1,6,6,7,7,-2,-2,-2,-2,7,-1,-2,-2,-2,-2,-1,-1,-1,5,5,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,6,6,7,7,-1,6,6,7,7,246.20848,246.20848,245.98906,245.98906,245.74539,246.20848,245.75569,245.75569,245.38055,245.38055,245.4711,245.4711,244.42374,244.42374,244.366,245.4711,244.519,244.519,244.19025,244.19025,245.98499,245.98499,245.35129,245.35129,245.35129,246.72597,247.31026,247.31026,248.57164,248.57164,246.72597,246.72597,247.45525,247.45525,247.40883,246.20848,246.42427,246.42427,246.439,246.439
148,0,37,0,3.7,100,-90.76554554,43.56955221,177.8087246,15.43816098,7.193383675,8.244777309,243.86668,244.04866,0.0030216,8.073843971,7.652003376,5.970598203,3.508690017,11.11269831,14.29332571,8.835633308,4.293431492,3,-1,-2,-2,7,7,-1,-2,-2,7,-2,8,8,-2,-2,-2,8,8,8,-1,4,8,8,-2,-2,-2,8,8,8,-2,-2,3,3,8,8,-2,3,3,-1,-1,-1,244.04866,244.12073,244.12073,244.19997,244.19997,244.12073,244.12073,244.1924,244.1924,244.2753,244.04866,244.10442,244.10442,244.16237,244.16237,244.00754,244.00754,243.93353,243.93353,243.8827,244.04866,244.7217,244.7217,248.07446,248.07446,244.7217,244.7217,247.34335,247.34335,250.79475,244.04866,244.49419,244.49419,246.31424,246.31424,244.04866,244.04866,244.0767,244.0767,244.09795
149,0,36,0,3.6,100,-90.76526863,43.56868111,163.7380629,12.37036338,5.232973082,7.137390294,243.55167,243.76726,0.0031501,7.170205398,7.762375583,3.955590155,3.702050281,10.72280301,13.77420136,8.380866152,4.119031339,7,6,6,7,7,7,7,7,7,-2,6,7,7,-2,7,7,7,7,-1,8,8,7,7,7,8,-2,7,7,8,-2,-2,-1,8,8,8,5,6,6,6,-2,-2,243.85106,243.90503,244.03822,244.11536,244.11536,243.85106,243.9616,243.9616,244.30807,244.30807,243.85106,243.7719,243.99272,243.85362,243.85362,243.75508,243.75508,243.87593,243.87593,244.15506,243.76726,243.75508,244.89345,245.55534,248.52037,243.76726,244.40175,244.40175,246.51265,246.51265,243.76726,243.8074,244.04948,243.86078,244.7149,243.8074,243.8074,243.87495,243.87495,243.92845
150,0,35,0,3.5,100,-90.7648416,43.5678556,125.6526237,14.35887245,6.941228779,7.417643672,243.50085,243.58698,0.0005082,6.62255444,8.094381864,3.091222661,3.978185602,5.007493626,8.648988031,8.74633608,4.014451449,-1,-1,-2,7,7,7,-1,5,5,7,7,6,-1,-1,-1,-1,6,6,-2,-2,-2,6,3,5,-2,-2,5,5,-2,-2,-2,5,5,7,7,7,-1,-2,5,5,7,243.60957,243.60957,243.60957,243.69801,243.89476,243.60957,243.60957,243.69801,243.69801,244.08585,243.58914,243.58914,243.58925,243.59006,243.59006,243.57751,243.66666,243.66666,244.15164,244.15164,243.57751,243.64548,244.00345,244.00345,244.73323,243.58698,243.56187,243.69112,243.69112,246.36598,243.58698,243.56187,243.56187,243.56187,243.51788,243.58698,243.58698,243.58698,243.60422,243.60422
151,0,34,0,3.4,100,-90.76385844,43.56795973,115.5766675,11.95463128,5.922638498,6.031992785,243.58911,244.78996,5.62333E-05,7.670737182,9.295301432,5.802893054,4.113492886,2.905473897,7.592790932,4.928691153,5.109871551,7,-1,5,-2,7,7,3,3,-1,3,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,7,-1,-1,7,7,7,7,7,7,7,-2,7,7,7,-2,244.85443,245.20212,245.20212,245.2507,245.58961,244.85443,244.85443,244.91968,244.91968,245.01385,244.85443,244.85443,244.85443,244.64857,244.64857,244.78996,244.78996,244.40372,244.40372,244.18721,244.78996,244.5573,244.5573,244.28514,244.22507,244.78996,244.5573,244.5573,244.47742,244.39807,244.78996,244.97711,244.97711,244.97711,245.36574,244.78996,245.15646,245.5797,245.5797,246.00441
152,0,33,0,3.3,100,-90.76349432,43.56739771,164.7010812,9.896476462,4.71189257,5.184583892,243.57236,243.88934,5.62333E-05,8.304080676,9.667452219,5.22956347,4.323403172,3.454136458,6.904121279,5.337332131,4.844053153,4,-1,-1,-1,-1,-1,4,-2,-2,-2,-2,4,-2,4,-2,-2,-1,-2,-2,8,8,-1,-1,-2,-2,-2,-1,-2,-2,-2,5,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,244.12448,244.25885,244.51315,244.51315,244.61107,244.12448,244.42412,244.42412,244.53773,244.53773,244.12448,244.12448,244.42412,244.34073,244.34073,243.88934,243.88934,243.73581,243.62714,243.62714,243.88934,243.88934,243.69511,243.62093,243.58983,243.88934,243.69511,243.69511,243.60457,243.60457,243.88934,244.08708,243.85898,243.85898,243.86407,243.88934,244.08708,244.08708,244.2363,244.37897
153,0,32,0,3.2,100,-90.76331623,43.56656865,144.1664191,18.89454249,9.861646493,9.032895999,243.48398,243.54283,5.62333E-05,8.516902866,10.89807316,3.431672935,6.187955138,8.797913367,5.429123901,7.153571161,4.820568592,10,9,-2,7,7,-2,9,-1,7,7,7,9,9,9,8,8,9,9,9,8,8,10,-1,8,8,8,10,10,8,8,8,10,10,-1,-1,7,-1,-1,-2,-2,-2,243.5408,243.57489,243.66267,243.83755,243.83755,243.54251,243.54251,243.5751,243.5751,243.66695,243.54283,243.54251,243.5459,243.543,243.54208,243.54283,243.52162,243.52162,243.53287,244.81712,243.54283,243.53023,243.51668,244.76093,247.7349,243.53023,243.53023,243.6032,243.6032,243.87682,243.5408,243.56209,243.55463,243.61646,243.61646,243.5408,243.5408,243.56407,243.63362,243.63362
154,0,31,0,3.1,100,-90.7622504,43.56616898,122.6130177,8.912058374,3.400385156,5.511673218,243.40875,243.62321,0.0007523,9.346993404,14.11246218,5.79216086,4.642561125,3.252827777,3.872277763,5.426400947,4.66755905,7,7,7,7,7,-2,7,8,8,8,-2,7,7,7,7,-2,7,-2,-2,-2,-2,7,-2,-2,-2,-2,-1,-1,-1,7,-1,7,-2,8,8,6,7,7,7,-2,-2,243.83112,243.90181,243.90181,244.10112,244.14133,243.62321,243.66501,243.66501,243.71875,243.77888,243.62321,243.55031,243.55031,243.55031,243.5404,243.62321,243.5415,243.54541,243.54541,243.552,243.56378,243.53883,243.53883,243.54094,243.56049,243.56378,243.56378,243.54652,243.53773,243.53773,243.71883,243.71883,243.71883,243.90813,243.90813,243.83112,243.83112,244.05293,244.05293,244.05293
155,0,30,0,3,100,-90.76128968,43.56564465,165.2149767,9.533312399,4.774822684,4.758489715,243.1595,243.75694,0.0024925,11.22341554,18.85652922,8.133127182,5.091616884,3.106744123,2.704721244,4.399687565,5.626973443,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,6,6,7,7,7,6,6,-1,-1,-1,-1,-2,-2,-2,-2,243.82658,243.82658,243.8312,243.8312,243.8312,243.82658,243.83339,243.83339,243.8236,243.8236,243.81683,243.81683,243.67525,243.67525,243.67525,243.68617,243.52773,243.52773,243.4701,243.4701,243.68617,243.68617,243.3775,243.3775,243.29305,243.75694,243.61398,243.61398,243.4671,243.4671,243.75694,243.75694,243.72496,243.72496,243.57228,243.75694,243.81978,243.81978,243.81978,243.81978
156,0,29,0,2.9,100,-90.7618037,43.56498234,178.2256224,14.44103227,7.687720761,6.75331151,243.10817,243.18756,0.0005133,10.06114946,15.76191519,3.367244094,5.420619212,3.240033162,2.789741394,6.184061096,4.833658403,3,-1,-1,-1,7,-1,-1,-2,-2,-2,-2,-1,3,-2,-2,6,3,-1,-1,-1,-1,3,3,-2,7,7,3,-2,-2,-2,7,-1,-1,-2,-2,4,-1,-1,-1,-1,-1,243.18797,243.18797,243.19406,243.19917,243.33643,243.18756,243.18288,243.18288,243.25075,243.25075,243.18756,243.17091,243.17915,243.17915,243.18938,243.18756,243.17091,243.17091,243.16216,243.16173,243.16391,243.15033,243.1264,243.1264,243.1242,243.16391,243.16391,243.13556,243.1359,243.1359,243.1671,243.1671,243.13977,243.13638,243.13638,243.18797,243.18797,243.18463,243.18463,243.18256
157,0,28,0,2.8,100,-90.76121306,43.56425591,174.0987273,12.82224537,6.248538876,6.573706495,242.93208,243.3922,0.0017609,11.57200278,19.29647133,3.818417183,5.916733574,3.414228401,3.219911981,5.711712077,5.003025482,-1,4,-2,-2,-2,-2,4,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,8,10,10,-1,7,10,9,9,-1,7,8,-1,-1,-1,-1,7,7,7,243.3922,244.32729,244.32729,244.7874,244.7874,244.2258,244.2258,244.57208,244.57208,244.92653,243.3922,244.14307,244.14307,244.50154,244.50154,243.39977,243.39977,243.39977,243.39977,243.41815,243.3922,243.12196,243.12196,243.03238,243.03238,243.11783,243.11783,243.04231,243.04231,243.04845,243.3922,243.14423,243.14423,243.09082,243.09082,243.43741,243.43741,243.52658,243.52658,243.63698
158,0,27,0,2.7,100,-90.76156413,43.56343524,213.2242101,8.321085637,4.180640798,4.140444839,242.86621,243.55942,0.0006587,11.95715557,12.26065156,2.230307105,6.499068672,3.525193488,3.455116836,5.070290438,4.483151608,-1,-1,-1,-1,-1,2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,6,6,8,8,-2,-2,6,6,6,-1,-2,7,7,7,243.55942,243.38803,243.5296,243.5296,243.65433,243.55942,243.66866,243.66866,243.79942,243.79942,243.69656,243.69656,243.83347,244.04428,244.26819,243.69656,243.69656,243.85715,244.01805,244.01805,243.59256,243.59256,243.48888,243.60014,243.60014,243.44695,243.44695,243.34486,243.05653,243.05653,243.44695,243.22427,243.04822,243.04822,243.04822,243.55942,243.38803,243.38803,243.38803,243.15085
159,0,26,0,2.6,100,-90.76234555,43.56297319,205.7921101,8.684287009,4.237474536,4.446812472,242.86171,242.97862,4.5E-05,9.500511394,7.165668826,2.287076505,6.393402556,3.75786104,3.902636004,4.36796539,3.586559931,-1,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,5,5,-1,-1,243.1387,243.02495,243.21255,243.10484,243.10484,243.1387,243.32864,243.32864,243.49152,243.49152,243.1387,243.1387,243.32864,243.4305,243.4305,242.97862,242.97862,243.05812,243.05812,243.15509,242.97862,242.97862,242.93875,242.9403,243.03128,242.97862,242.93875,242.93875,242.9931,242.9931,242.97862,242.90129,242.9533,242.89488,242.89763,242.90129,242.90129,242.89044,242.89044,242.88722
160,0,25,0,2.5,100,-90.76227779,43.56233581,188.1746243,21.4855701,9.809881198,11.67568891,242.91115,243.671,0.000482133,10.5635457,3.881074004,2.319938018,6.874126384,4.157542407,3.787660211,4.243772585,3.60413867,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,243.671,243.7017,243.7017,243.66562,243.66562,243.7017,243.7017,243.71779,243.71779,243.74649,243.671,243.77661,243.77661,243.86531,243.86531,243.74007,243.74007,243.79546,243.79546,243.79228,243.671,243.62083,243.62083,243.38622,243.38622,243.567,243.567,243.37155,243.37155,242.94005,243.671,243.567,243.567,243.04962,243.04962,243.671,243.671,243.61876,243.61876,243.53583
