FID,Id,NODE_ID,STREAM_ID,STREAM_KM,LENGTH,LONGITUDE,LATITUDE,STREAM_AZM,CHANWIDTH,LEFT,RIGHT,ELEVATION,Z_NODE,GRADIENT,TOPO_NE,TOPO_E,TOPO_SE,TOPO_S,TOPO_SW,TOPO_W,TOPO_NW,TOPO_N,LC_T0_S0,LC_T1_S1,LC_T1_S2,LC_T1_S3,LC_T1_S4,LC_T1_S5,LC_T2_S1,LC_T2_S2,LC_T2_S3,LC_T2_S4,LC_T2_S5,LC_T3_S1,LC_T3_S2,LC_T3_S3,LC_T3_S4,LC_T3_S5,LC_T4_S1,LC_T4_S2,LC_T4_S3,LC_T4_S4,LC_T4_S5,LC_T5_S1,LC_T5_S2,LC_T5_S3,LC_T5_S4,LC_T5_S5,LC_T6_S1,LC_T6_S2,LC_T6_S3,LC_T6_S4,LC_T6_S5,LC_T7_S1,LC_T7_S2,LC_T7_S3,LC_T7_S4,LC_T7_S5,LC_T8_S1,LC_T8_S2,LC_T8_S3,LC_T8_S4,LC_T8_S5,ELE_T1_S1,ELE_T1_S2,ELE_T1_S3,ELE_T1_S4,ELE_T1_S5,ELE_T2_S1,ELE_T2_S2,ELE_T2_S3,ELE_T2_S4,ELE_T2_S5,ELE_T3_S1,ELE_T3_S2,ELE_T3_S3,ELE_T3_S4,ELE_T3_S5,ELE_T4_S1,ELE_T4_S2,ELE_T4_S3,ELE_T4_S4,ELE_T4_S5,ELE_T5_S1,ELE_T5_S2,ELE_T5_S3,ELE_T5_S4,ELE_T5_S5,ELE_T6_S1,ELE_T6_S2,ELE_T6_S3,ELE_T6_S4,ELE_T6_S5,ELE_T7_S1,ELE_T7_S2,ELE_T7_S3,ELE_T7_S4,ELE_T7_S5,ELE_T8_S1,ELE_T8_S2,ELE_T8_S3,ELE_T8_S4,ELE_T8_S5
30,0,155,0,15.5,100,-90.77810291,43.63970564,127.1811787,14.85565711,7.126138809,7.729518305,279.392,280.1667,0.001426,0,0,0,0,0,0,0,0,-1,5,-2,4,4,-2,-1,6,6,4,4,-1,-1,10,10,-1,9,9,9,9,9,9,8,10,10,9,-1,10,9,9,10,-1,-1,10,10,10,-1,-2,10,10,10,280.4229,280.4229,280.67142,280.67142,281.02307,280.4229,280.4229,280.67142,280.8999,280.8999,279.9184,279.9184,279.73663,279.73663,279.73663,279.56873,279.77597,279.77597,284.28705,284.28705,279.56873,279.56873,285.42316,285.42316,290.52325,280.1667,279.5344,279.5344,279.68262,279.68262,280.1667,280.1667,279.5344,279.5344,279.682,280.1667,280.1667,280.1667,280.61716,280.61716
31,0,154,0,15.4,100,-90.77712886,43.63917251,121.4072565,14.97495111,6.631505567,8.343445542,279.0755,279.28653,0.003165,0,0,0,0,0,0,0,0,10,10,-2,5,5,5,10,10,-2,4,-2,10,11,10,11,11,10,11,11,11,10,10,11,11,10,10,9,9,10,10,10,9,9,10,10,10,9,-2,4,4,-2,279.28192,279.28192,279.28192,280.4315,280.4315,279.28192,279.28192,279.76797,279.76797,280.03796,279.81628,279.81628,279.81628,280.4789,280.4789,281.09857,281.09857,287.67105,297.62048,297.62048,281.09857,282.9799,282.9799,291.16092,295.8248,279.28653,279.49405,280.19202,280.19202,281.87192,279.28653,279.49405,279.49405,279.49405,279.34976,279.28653,279.28653,279.28653,279.68253,280.3704
32,0,153,0,15.3,100,-90.77600484,43.63879467,112.8665381,19.68397505,9.365296064,10.31867899,278.94443,279.08606,0.0013107,0,0,0,0,0,0,0,0,10,10,4,-2,-2,-2,10,-1,-1,-1,-2,10,-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-2,10,-2,-2,-2,-2,279.20132,279.11536,279.44632,280.29816,280.29816,279.20132,278.94443,278.94443,279.01056,279.01056,279.20132,279.20132,278.94443,279.8304,279.8304,279.55417,279.55417,282.5484,282.5484,286.8439,279.55417,279.55417,280.30063,283.97955,286.11673,279.55417,280.30063,280.30063,281.46948,281.46948,279.55417,279.08606,279.10126,279.27734,279.17685,279.55417,279.08606,279.55588,279.55588,280.39615
33,0,152,0,15.2,100,-90.77484162,43.63849011,111.1266834,14.57624632,7.777607556,6.798638768,278.724,279.80292,0.0022043,0,0,0,0,0,0,0,0,-1,-1,-2,-2,4,4,-1,-1,-1,-2,8,-1,9,9,9,9,-1,9,10,10,10,9,10,10,10,10,-1,9,9,10,10,-1,-1,-1,-2,-2,-1,-2,4,-2,-2,278.97812,280.13766,280.13766,280.9906,280.9906,279.2336,279.2336,279.95166,279.95166,280.26828,278.97812,278.79782,278.79782,278.78772,278.78772,279.0038,279.0038,281.1175,281.1175,285.09988,278.97812,279.55035,279.55035,284.00867,284.00867,278.8488,278.8488,278.931,278.931,279.2905,278.97812,279.4434,279.4434,280.00204,280.00204,279.80292,279.80292,280.53098,280.53098,280.94363
34,0,151,0,15.1,100,-90.77368932,43.63816276,111.623698,16.58970978,8.192941192,8.39676859,278.39908,280.78607,0.0032492,0,0,0,0,0,0,0,0,-1,-1,5,5,5,-2,-1,-1,-2,-2,-2,-1,-1,9,9,9,-1,10,10,10,10,-1,10,10,10,9,-1,-1,10,10,10,-1,-1,7,7,-2,-1,-2,5,5,5,280.45975,280.92984,281.03653,281.03653,281.03653,280.45975,280.67734,280.67734,280.9553,280.9553,279.47162,279.47162,279.96338,278.91882,278.91882,279.09375,279.09375,278.39908,278.39908,279.72794,279.09375,279.09375,278.82748,278.68158,279.1606,280.18588,279.79898,279.79898,279.3359,279.3359,280.18588,280.78607,280.61255,280.61255,280.41275,280.18588,280.78607,280.78607,280.78607,281.1079
35,0,150,0,15,100,-90.77254125,43.63784571,115.7433069,11.90372491,5.653819844,6.249905071,278.15176,280.84094,0.0024732,0,0,0,0,0,0,0,0,-1,-2,3,-2,-2,-2,-1,3,3,-2,-2,-1,3,3,-2,-2,-1,-2,-2,8,8,8,8,9,9,10,-1,8,8,8,10,-1,-2,-2,-2,5,-2,-2,-2,-2,-2,280.27866,280.45865,280.92764,281.0021,281.24243,280.27866,280.45865,280.60788,280.60788,280.82587,280.27866,280.45865,279.3445,279.94193,279.94193,280.27866,280.27866,279.12073,278.15176,278.15176,280.27866,280.0574,278.93286,278.66702,278.66702,280.0574,280.0574,279.7897,279.7897,279.49863,280.27866,280.0574,280.74615,280.6307,280.99323,280.27866,280.84094,280.84094,281.1137,281.33966
36,0,149,0,14.9,100,-90.77147362,43.6374051,118.7089377,11.71617167,5.240257132,6.475914536,277.81747,279.89072,0.0033429,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,7,7,-1,4,4,8,7,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,278.79245,279.89072,280.31497,280.81158,280.89258,278.79245,279.37958,279.37958,279.8299,279.8299,278.79245,277.8337,278.03802,278.03802,278.56146,277.8337,277.8337,277.8337,277.8337,278.64737,278.24585,278.12524,278.6579,278.6579,278.6579,278.24585,277.97473,277.97473,278.571,278.571,278.24585,279.41095,278.83588,279.9224,279.9224,279.89072,279.89072,280.63232,280.63232,280.94833
37,0,148,0,14.8,100,-90.77040073,43.63701287,120.4386071,13.03583371,6.325782671,6.710051039,277.60858,278.99295,0.0020889,0,0,0,0,0,0,0,0,-1,-2,-2,7,-2,-2,-1,7,7,-2,-2,-1,-1,-1,-2,-1,-1,-1,-1,5,-2,-1,-2,9,9,9,-1,-1,-1,-1,-2,-1,7,7,-2,-2,-1,-2,-2,-2,6,278.20276,279.48563,279.90997,280.5503,280.5503,278.20276,278.57513,278.57513,279.01337,279.01337,278.20276,277.65607,277.72284,277.77618,277.77618,277.75754,277.75754,278.35663,278.35663,279.3786,277.92102,277.75754,277.97717,278.80377,279.91943,277.92102,277.73676,277.73676,277.98044,277.98044,277.92102,278.99295,278.42868,279.86108,278.3296,278.99295,278.99295,280.261,280.261,280.7005
38,0,147,0,14.7,100,-90.76941252,43.636544,116.544473,8.437365089,4.601362667,3.836002422,277.3822,277.85294,0.0022638,0,0,0,0,0,0,0,0,10,10,-2,-2,-2,-2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,7,7,10,10,-2,-2,-2,10,-2,-2,-2,-2,277.80292,278.16644,278.287,278.66718,278.66718,277.80292,277.80292,277.97296,278.12494,278.12494,277.80292,277.60776,277.75983,277.60373,277.60373,277.46274,277.46274,277.55234,277.55234,277.70273,277.55978,277.46274,277.54993,277.91318,278.45868,277.55978,277.47794,277.47794,277.53107,277.53107,277.55978,277.85294,277.7137,278.12375,277.9136,277.85294,277.85294,278.34702,278.34702,278.9792
39,0,146,0,14.6,100,-90.76837069,43.63629326,137.8343162,12.74136942,6.812599615,5.928769806,277.47693,277.75403,0.0037181,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,277.71405,277.76727,277.76727,277.76727,277.93924,277.71405,277.76727,277.90964,277.90964,278.05954,277.71405,277.82648,277.82648,278.04526,278.49487,277.71405,277.71405,277.85602,277.85602,278.05063,277.63702,277.63702,277.63702,277.52258,277.52258,277.63702,277.63702,277.59232,277.59232,277.558,277.63702,277.73746,277.73746,277.69052,277.88684,277.71405,277.75403,277.75403,277.86847,278.1837
40,0,145,0,14.5,100,-90.76804636,43.6354685,183.7540513,13.64047508,6.446152745,7.19432234,276.63858,279.48346,0.0037181,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,6,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,279.48346,279.70612,279.68286,279.68286,280.8837,279.43436,280.1585,280.1585,282.6715,286.4511,279.43436,280.1585,280.62442,280.62442,285.22433,279.43436,279.2506,279.2506,278.76947,278.76947,278.87894,278.87894,278.39456,277.6318,277.0381,278.87894,278.87894,278.17886,277.17758,277.17758,279.0828,279.0828,279.1288,278.66455,278.66455,279.48346,279.49002,279.49002,279.46582,279.46582
41,0,144,0,14.4,100,-90.76849847,43.63464666,186.5911194,9.549882447,5.026830841,4.523051606,276.14563,277.00125,0.0049295,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,276.61478,276.75916,276.5028,276.70004,276.70004,276.61478,276.34247,276.34247,276.70294,276.70294,276.61478,276.61478,276.1593,276.14563,276.14563,276.86374,276.86374,276.7013,276.7013,276.5426,276.86374,276.86374,277.08963,276.95926,277.1781,276.86374,277.08963,277.08963,277.28,277.28,276.86374,277.00125,277.20715,277.30988,277.48868,277.00125,277.00125,277.1228,277.1228,277.20667
42,0,143,0,14.3,100,-90.76829157,43.63379184,186.1377078,10.57596997,4.662168674,5.913801298,275.3992,275.8907,0.0074643,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,280.40546,280.40546,279.55777,287.04224,287.04224,281.55008,281.55008,290.1247,297.1011,297.1011,281.55008,281.55008,282.91547,291.52625,292.8753,275.99252,276.83585,276.83585,277.61227,278.18045,275.99252,275.83905,275.66266,275.66266,275.82208,275.99252,275.83905,275.83905,276.08255,276.2734,275.8907,275.93643,275.99448,275.99448,276.22238,275.8907,275.8907,275.9756,276.25616,276.25616
43,0,142,0,14.2,100,-90.76872686,43.63295778,203.7708739,11.63200131,5.22530971,6.406691598,274.72235,275.1102,0.0067685,0,0,0,0,0,0,0,0,-1,-1,8,10,10,10,8,8,8,8,8,8,10,10,10,9,-1,10,10,10,10,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,275.75735,275.06046,275.06046,276.6567,275.19562,275.75735,275.75735,279.32422,279.32422,290.47943,275.75735,275.75735,275.75735,283.68616,283.68616,274.79385,274.79385,275.3177,275.3177,277.02008,274.79385,275.09488,275.09488,274.8537,275.02228,274.79385,275.09488,275.09488,275.3041,275.61478,274.79385,275.359,275.359,275.359,275.77094,274.79385,275.1102,275.41943,275.41943,275.6175
44,0,141,0,14.1,100,-90.76926266,43.63214955,207.1467934,21.62387,8.370458294,13.25341171,274.13904,274.54733,0.0058331,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,-1,-1,-2,7,7,-1,-2,-2,7,7,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,274.4458,274.46542,274.46542,276.95724,275.8493,274.4458,274.4458,277.77267,277.77267,280.95355,274.59268,274.59268,274.59268,278.55353,278.55353,274.29166,274.29166,274.2814,274.13904,274.13904,274.29166,274.45517,274.45517,274.31128,274.4976,274.38885,274.6117,274.6117,274.7965,274.97604,274.38885,274.76202,274.76202,274.76202,274.94714,274.38885,274.54733,274.54733,274.73834,274.73834
45,0,140,0,14,100,-90.76982382,43.63136793,200.3377311,20.3098155,9.676830705,10.63298479,274.13055,274.7875,8.49E-05,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,274.70404,274.4043,274.4043,274.3037,274.3037,274.33014,274.33014,274.203,274.203,274.14047,274.70404,274.27048,274.27048,274.14825,274.14825,274.6063,274.6063,274.5058,274.5058,274.5058,274.70404,274.7694,274.7694,274.8169,274.8169,274.86502,274.86502,274.99683,274.99683,275.11908,274.70404,274.94107,274.94107,275.12946,275.12946,274.7875,274.7875,274.8491,274.8491,274.89218
46,0,139,0,13.9,100,-90.77006993,43.63052166,209.9332447,10.10703162,4.578477229,5.528554392,274.10806,274.15204,0.0002249,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,6,6,-2,-2,-2,10,9,-1,-2,9,9,9,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,274.15204,274.15204,274.17786,274.17786,274.23776,274.20273,274.27377,274.27377,274.53482,274.53482,274.20273,274.20273,274.4187,274.4187,274.78625,274.20273,274.31216,274.31216,274.44833,274.44833,274.16,274.16,274.17172,274.17172,274.2686,274.16,274.16,274.14288,274.17194,274.17194,274.15842,274.15842,274.20523,274.20523,274.20523,274.15204,274.15204,274.15204,274.17752,274.17752
47,0,138,0,13.8,100,-90.77094533,43.62992245,237.3865612,10.82174121,5.254412316,5.567328894,273.9898,274.22025,0.0011826,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-1,9,9,9,9,10,-1,9,9,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,8,274.22025,274.22025,274.28473,274.28473,274.2889,274.22025,274.28473,274.28473,274.36157,274.36157,274.16635,274.16635,274.1908,274.03366,274.08734,274.16635,274.16635,274.00778,274.00778,274.48364,274.14624,274.14624,274.05664,274.01996,274.01996,274.14313,274.04315,274.04315,274.05658,274.05658,274.14313,274.14313,274.04315,274.04315,274.09448,274.22025,274.22025,274.10785,274.10785,274.0849
48,0,137,0,13.7,100,-90.77205535,43.62957999,238.2169668,6.631798273,2.827606938,3.804191335,273.96924,274.72736,0.0002056,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,4,9,9,-2,-2,10,10,-2,-2,10,10,10,10,274.52356,274.52356,274.57047,274.57047,274.71378,274.52356,274.41638,274.41638,274.27432,274.27432,274.33472,274.33472,274.06537,274.06537,274.06537,274.41623,274.41623,274.20932,274.20932,274.20932,274.41623,274.41623,274.2456,274.2456,274.29724,274.59598,274.65228,274.65228,274.70847,274.70847,274.59598,274.59598,274.79523,274.79523,275.02548,274.59598,274.72736,274.72736,274.84924,274.84924
49,0,136,0,13.6,100,-90.77294051,43.62900579,239.9768393,6.822449525,3.209028441,3.613421084,273.47083,273.78125,0.0049841,0,0,0,0,0,0,0,0,10,-1,-1,-1,-2,-2,10,10,10,10,9,10,10,10,10,10,10,9,9,9,10,-1,9,9,10,10,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,274.34644,274.34644,273.78644,273.9307,273.82843,274.34644,274.34644,274.9695,275.6774,275.6774,277.1003,277.1003,281.52515,283.55292,283.55292,274.4237,277.1842,277.1842,282.66113,282.66113,274.4237,273.79926,275.15765,275.15765,273.9577,273.75476,273.58917,273.58917,273.6343,273.8716,273.75476,273.58917,273.89474,273.89474,274.2759,273.75476,273.78125,273.78125,274.07434,274.07434
50,0,135,0,13.5,100,-90.77409884,43.62870375,238.8525871,7.2758047,3.428454582,3.847350118,273.13718,273.7788,0.0033365,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,8,8,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,273.7788,273.7788,273.66794,273.66794,273.78525,273.7788,273.66794,273.66794,273.5889,273.5889,273.6217,273.6217,273.4765,273.31073,273.18198,273.6217,273.6217,273.45782,273.45782,273.2245,273.8731,273.8731,273.97433,273.84088,273.84088,273.98492,274.05643,274.05643,274.05734,274.05734,273.98492,273.98492,274.05643,274.05643,274.1477,273.7788,273.7788,273.91147,273.91147,274.0085
51,0,134,0,13.4,100,-90.77497921,43.62809193,225.670809,9.644345937,4.90518346,4.739162478,273.14948,273.80826,0.0010628,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,7,-2,-2,-2,7,7,-2,-2,-2,-2,-2,273.80826,273.80826,273.60953,273.90607,273.50452,273.80826,273.60953,273.60953,273.2786,273.2786,273.80826,273.5274,273.32162,273.32162,273.4023,273.80826,273.5274,273.26834,273.26834,273.3514,273.99368,273.73444,273.92368,273.92368,273.59802,273.99368,274.1584,274.1584,274.27164,274.27164,273.99368,273.99368,274.1584,274.26883,274.26883,273.80826,273.80826,274.06473,274.06473,274.20554
52,0,133,0,13.3,100,-90.77572023,43.62753166,227.9483424,10.72692512,3.641639696,7.085285422,272.92462,273.4376,0.0010628,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,273.4376,273.4376,273.26578,273.63394,273.37045,273.4376,273.26578,273.26578,273.34424,273.45593,273.4376,273.27148,273.39566,273.39566,273.362,273.4376,273.27148,273.27148,273.43033,273.34857,273.68475,273.33395,273.5381,273.5381,273.2357,273.68475,273.68475,273.92175,274.13065,274.13065,273.68475,273.68475,273.92175,274.24533,274.24533,273.4376,273.4376,273.83884,273.83884,274.15857
53,0,132,0,13.2,100,-90.77661814,43.62699778,227.4417347,10.14070198,3.691296893,6.449405089,272.63937,273.58395,0.0028525,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,5,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,3,3,-1,4,-2,7,7,-1,-1,-2,-2,7,272.8774,272.8774,273.00287,273.00287,273.60562,272.8774,272.89218,272.89218,272.98877,272.98877,272.91907,272.91907,273.03616,273.03616,273.03616,272.7846,272.7846,272.7846,272.83597,272.83597,272.7846,272.7846,273.03558,273.03558,273.33847,273.00928,273.59753,273.59753,273.85892,273.85892,273.00928,273.00928,274.0634,274.0634,274.42615,273.00928,273.58395,273.58395,274.05087,274.05087
54,0,131,0,13.1,100,-90.77745507,43.62635274,189.184639,4.77995772,2.095590579,2.684367141,272.28397,273.64276,0.003554,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,7,-2,-2,-2,-2,7,7,7,7,7,7,7,7,-2,-2,7,5,5,-2,-2,-2,6,6,9,9,-1,-2,-2,-2,-2,273.73383,273.73383,272.76816,272.76816,272.5771,273.73383,272.75128,272.75128,272.45294,272.37402,273.73383,273.73383,272.90378,272.90378,272.55933,273.73383,274.12747,274.12747,274.81418,274.81418,274.43845,274.43845,276.2876,276.2876,276.2876,274.43845,274.43845,275.49243,276.8039,276.8039,274.43845,274.43845,274.93457,274.93457,274.7776,273.73383,273.64276,273.64276,273.7241,273.7241
55,0,130,0,13,100,-90.77691864,43.62556307,152.929167,18.89932161,9.622360982,9.27696063,272.284,272.94357,0.00111435,0,0,0,0,0,0,0,0,10,10,-2,-2,-2,-2,10,-2,-2,-2,-2,10,10,8,8,8,10,10,10,10,10,10,10,10,-2,-2,10,10,10,10,-2,10,10,10,10,10,10,10,-2,-2,-2,272.87393,272.87393,272.61014,272.61014,272.46857,272.87393,272.73624,272.73624,272.55484,272.55484,272.99448,272.99448,272.8881,272.8881,272.8881,273.87424,274.74942,274.74942,275.69003,275.69003,273.87424,273.87424,276.4617,276.4617,278.296,273.42722,274.52673,274.52673,276.0544,276.0544,273.42722,273.42722,273.6373,273.6373,274.202,273.42722,272.94357,272.94357,272.87384,272.87384
56,0,129,0,12.9,100,-90.77632116,43.62477747,150.4555529,15.62879517,7.272438539,8.356356635,272.0611,272.8493,0.00111435,0,0,0,0,0,0,0,0,8,-1,-2,-2,3,-2,6,6,6,-2,-2,8,8,8,-1,-1,8,8,10,10,10,8,8,10,10,-2,9,9,9,7,-2,6,9,7,7,7,6,6,-2,-2,-2,273.19855,272.90048,272.79,272.79,272.3824,273.19855,272.90048,272.73126,272.73126,272.59064,273.6007,272.81082,272.81082,272.81082,272.72055,273.6007,273.6007,273.6007,274.04025,274.04025,274.12228,274.12228,274.12228,274.7315,274.7315,273.50458,273.50458,273.76108,273.76108,274.37823,273.50458,273.50458,273.0138,273.18256,272.73218,273.19855,272.8493,272.8493,272.5819,272.5819
57,0,128,0,12.8,100,-90.77568408,43.6240146,149.0392,14.6854941,8.043710373,6.641783732,272.4514,272.87402,0.004490256,0,0,0,0,0,0,0,0,9,9,-2,-2,-2,8,-1,-2,-2,-2,-2,10,-1,-1,-1,-1,10,10,10,10,10,9,10,10,10,-2,9,9,9,9,-2,9,9,9,8,9,9,9,-2,-2,-2,273.24246,272.87402,272.68152,272.68152,272.63,273.24246,272.859,272.859,272.64288,272.64288,273.24246,273.55054,273.18945,273.48935,273.1038,273.55054,273.55054,273.83295,273.83295,274.081,273.9219,274.25165,274.99832,276.02557,276.02557,273.9219,274.33292,274.33292,275.10526,275.10526,273.9219,273.6261,273.9629,273.9629,273.9629,272.87402,272.87402,272.87402,272.87402,272.69598
58,0,127,0,12.7,100,-90.77503685,43.62325462,153.0431207,16.43282472,8.248475392,8.184349329,272.4649,272.52362,0.004490256,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,5,5,5,-2,-1,5,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,10,10,-1,-1,-2,-2,10,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,272.47043,272.47043,272.4897,272.4897,272.4897,272.4649,272.4797,272.4797,272.4918,272.4918,272.4649,272.4649,272.48334,272.48334,272.48334,272.5617,272.60806,272.60806,272.65854,272.65854,272.5617,272.5617,273.6499,273.6499,274.7025,272.5617,273.4487,273.4487,274.08115,274.08115,272.52362,272.52362,273.21085,273.21085,273.66843,272.52362,272.52362,272.51065,272.49957,272.49957
59,0,126,0,12.6,100,-90.77456335,43.62244992,169.3928386,10.26373558,4.214418561,6.049317019,272.5194,272.54,0.004490256,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,3,-2,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54
60,0,125,0,12.5,100,-90.77459297,43.62161703,190.8314256,9.556315155,3.953389325,5.602925831,272.52985,272.54,0.004490256,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54
61,0,124,0,12.4,100,-90.77496298,43.62085224,183.0906084,7.87445649,3.855682958,4.018773532,272.52988,272.54,0.004490256,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-1,-1,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54,272.54
62,0,123,0,12.3,100,-90.77467499,43.6202835,208.3225415,12.65072936,5.314178811,7.336550551,272.5121,273.36487,0.004490256,0,0,0,0,0,0,0,0,9,9,10,10,10,-1,9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,9,-2,-2,10,9,9,-2,-2,10,10,10,10,10,-2,275.48236,274.0153,275.24753,273.94345,273.94345,275.48236,277.48715,277.48715,279.58142,279.58142,275.48236,275.48236,277.48715,280.37836,280.37836,274.05145,274.05145,275.88757,275.88757,278.61862,274.05145,274.05145,273.2176,273.57803,273.34384,274.05145,273.2176,273.2176,273.04346,273.04346,274.05145,273.36487,272.82202,272.55615,272.55127,273.36487,273.36487,272.74548,272.74548,272.5121
